,studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug,predictions
92,1175.0,2.0,14.0,2166.0,2.0,1.44,2.55,1.0,2000.0,1285.0,3.0,3.0,3.0,3.0,4.0,3.0,38.0,4.0,4.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.35,North America,Canada,toronto-canada,3.0000000000011307
93,1250.0,2.0,13.0,2532.0,2.0,1.84,4.12,1.0,2363.0,1590.0,3.0,2.0,4.0,3.0,3.0,3.0,36.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.17,North America,United States,boulder-co-united-states,2.9999999999993125
94,1730.0,3.0,20.0,2928.0,2.0,2.67,4.01,1.0,3212.0,2241.0,3.0,2.0,4.0,3.0,3.0,3.0,18.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.6,North America,United States,los-angeles-ca-united-states,2.9999999999994307
95,369.0,2.0,53.0,1617.0,1.0,0.61,1.23,3.0,938.0,483.0,2.0,1.0,4.0,3.0,3.0,2.0,16.0,2.0,2.0,2.0,3.0,1.9,0.0,0.0,1.0,3.0,4.0,4.0,4.17,Latin America,Mexico,playa-del-carmen-mexico,1.999999999998923
96,325.0,2.0,36.0,1434.0,3.0,1.85,1.47,3.0,975.0,515.0,3.0,2.0,3.0,2.0,2.0,3.0,12.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,4.0,3.0,4.0,4.0,4.34,Europe,Croatia,zagreb-croatia,2.99999999999942
97,675.0,2.0,18.0,1190.0,2.0,1.3,3.32,2.0,1339.0,959.0,3.0,2.0,2.0,4.0,2.0,4.0,17.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.1,Asia,Japan,kobe-japan,2.409276342062239
98,663.0,2.0,17.0,1312.0,2.0,1.5,2.43,2.0,1450.0,934.0,4.0,3.0,4.0,2.0,4.0,3.0,17.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.39,North America,Canada,winnipeg-canada,3.539591805445803
99,639.0,3.0,23.0,1525.0,2.0,1.15,1.99,3.0,1223.0,806.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,4.08,Africa,South Africa,cape-town-south-africa,2.16073894673085
100,1709.0,2.0,8.0,3538.0,2.0,2.0,4.28,1.0,3054.0,2021.0,4.0,2.0,4.0,4.0,3.0,3.0,11.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.2,Oceania,United States,honolulu-hawaii-united-states,3.4947932645237563
101,1573.0,2.0,22.0,2440.0,3.0,2.78,3.58,1.0,2875.0,1930.0,3.0,3.0,2.0,2.0,3.0,4.0,46.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,4.33,Europe,Luxembourg,luxembourg-luxembourg,2.999999999999409
102,943.0,2.0,15.0,3050.0,2.0,2.44,3.08,1.0,2454.0,1304.0,2.0,3.0,3.0,2.0,3.0,3.0,58.0,2.0,3.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,4.125098842094503,Europe,Belgium,bruges-belgium,1.9999999999997247
103,1620.0,4.0,12.0,2745.0,2.0,1.5,3.06,1.0,2406.0,1613.0,4.0,3.0,3.0,2.0,4.0,3.0,33.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.46,North America,Canada,vancouver-canada,3.377740312226038
104,1640.0,2.0,12.0,3447.0,2.0,1.73,3.6,1.0,2957.0,1921.0,3.0,2.0,3.0,3.0,3.0,3.0,33.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.5,North America,United States,seattle-wa-united-states,3.271952353573389
105,2289.0,3.0,28.0,3111.0,2.0,3.33,3.06,1.0,2591.0,1479.0,3.0,2.0,2.0,3.0,3.0,4.0,20.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.2,Europe,France,paris-france,2.6500779157274725
106,858.0,2.0,24.0,2044.0,1.0,2.77,3.5,1.0,2092.0,1276.0,3.0,4.0,3.0,3.0,4.0,4.0,48.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.29,Europe,Netherlands,rotterdam-netherlands,3.2248758822242944
107,323.0,3.0,26.0,1129.0,1.0,1.1,1.96,3.0,992.0,555.0,3.0,2.0,3.0,4.0,3.0,2.0,8.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,4.38,Latin America,Argentina,buenos-aires-argentina,2.999999999999034
108,642.0,2.0,25.0,7076.0,1.0,2.49,3.28,1.0,3004.0,1015.0,4.0,3.0,3.0,2.0,3.0,4.0,35.0,2.0,1.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.02,Europe,Austria,salzburg-austria,2.929401141779534
109,1260.0,2.0,22.0,2715.0,2.0,2.0,3.98,1.0,2678.0,1825.0,3.0,2.0,2.0,2.0,3.0,3.0,18.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,4.0,4.0,3.95,North America,United States,chicago-il-united-states,2.7286904736276174
110,1219.0,2.0,16.0,2471.0,2.0,1.52,3.66,1.0,2192.0,1484.0,3.0,2.0,3.0,2.0,3.0,3.0,27.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.29,North America,United States,charleston-sc-united-states,3.000000000000033
111,2616.0,3.0,22.0,2562.0,3.0,1.99,3.2,1.0,3001.0,2168.0,3.0,2.0,3.0,4.0,3.0,2.0,16.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.53,Europe,United Kingdom,london-united-kingdom,3.100019592722643
112,739.0,2.0,11.0,1861.0,2.0,1.99,3.51,1.0,1885.0,1155.0,2.0,3.0,3.0,3.0,3.0,4.0,36.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,3.5,Europe,Ireland,cork-ireland,1.9999999999998477
113,2010.0,3.0,28.0,1678.0,2.0,1.6,3.12,1.0,2133.0,1592.0,3.0,2.0,3.0,3.0,2.0,4.0,19.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.15,Asia,Japan,tokyo-japan,2.999999999999423
114,1360.0,3.0,11.0,3264.0,2.0,1.89,3.75,1.0,2916.0,1993.0,3.0,2.0,3.0,3.0,3.0,3.0,35.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.41,North America,United States,miami-fl-united-states,3.460745827450541
115,671.0,2.0,16.0,1495.0,2.0,1.45,2.56,2.0,1507.0,965.0,4.0,3.0,3.0,3.0,4.0,3.0,20.0,4.0,3.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.44,North America,Canada,montreal-canada,3.5899124997582454
116,1587.0,4.0,17.0,1617.0,2.0,1.7,3.21,1.0,2613.0,1922.0,4.0,3.0,4.0,2.0,4.0,3.0,17.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.04,Oceania,Australia,perth-australia,3.6377895649448764
117,602.0,2.0,7.0,1769.0,3.0,0.88,2.26,3.0,1126.0,733.0,3.0,1.0,4.0,3.0,3.0,1.0,18.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,3.64,Asia,Thailand,ko-samui-thailand,1.8548881545433975
118,354.0,3.0,50.0,1464.0,1.0,0.67,1.74,3.0,873.0,486.0,1.0,1.0,3.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,2.3,1.0,0.0,3.0,2.0,4.0,4.0,3.87,Asia,Cambodia,siem-reap-cambodia,2.151820711575203
119,296.0,2.0,13.0,763.0,3.0,0.3,1.51,3.0,587.0,416.0,2.0,1.0,4.0,1.0,3.0,1.0,11.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,4.0,3.88,Asia,Thailand,pai-thailand,2.0000000000003864
120,425.0,2.0,30.0,854.0,2.0,0.43,1.27,3.0,691.0,492.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,3.96,Asia,Vietnam,hanoi-vietnam,1.999999999999365
121,717.0,2.0,84.0,1525.0,3.0,1.0,3.95,3.0,1399.0,1031.0,4.0,1.0,4.0,3.0,2.0,1.0,8.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,3.0,4.0,4.26,Asia,China,shanghai-china,4.000000000000476
122,656.0,3.0,10.0,1586.0,1.0,0.86,3.37,3.0,1270.0,904.0,4.0,2.0,4.0,2.0,3.0,4.0,25.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,4.27,Asia,Taiwan,taipei-taiwan,3.9999999999972156
123,216.0,4.0,41.0,641.0,1.0,0.67,1.54,3.0,627.0,380.0,2.0,1.0,3.0,2.0,3.0,2.0,12.0,2.0,2.0,2.0,3.0,1.8,0.0,0.0,1.0,3.0,4.0,4.0,4.2,Latin America,Mexico,guadalajara-mexico,1.999999999999598
124,1120.0,3.0,14.0,2074.0,2.0,1.63,4.11,1.0,1946.0,1200.0,3.0,2.0,4.0,4.0,3.0,3.0,31.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.52,North America,United States,las-vegas-nv-united-states,3.718176849496059
125,1258.0,2.0,15.0,2654.0,2.0,1.63,3.53,1.0,2366.0,1515.0,2.0,2.0,2.0,2.0,3.0,3.0,32.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.1,North America,United States,ithaca-ny-united-states,2.6135975058824514
126,1160.0,2.0,19.0,2166.0,2.0,1.91,3.83,1.0,2256.0,1462.0,3.0,2.0,3.0,3.0,3.0,3.0,21.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,4.0,4.0,4.33,North America,United States,philadelphia-pa-united-states,3.000000000000046
127,1800.0,2.0,10.0,2532.0,2.0,1.71,3.88,1.0,2868.0,2050.0,2.0,2.0,3.0,2.0,3.0,3.0,35.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,4.3,North America,United States,princeton-nj-united-states,2.2878288817839563
128,704.0,2.0,25.0,1617.0,1.0,2.33,1.87,1.0,1917.0,1069.0,2.0,2.0,4.0,2.0,2.0,4.0,20.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.26,Europe,Italy,bologna-italy,1.999999999998876
129,1261.2,3.0,16.0,3935.0,2.0,2.28,4.61,1.0,2136.002532584893,1364.1382976403013,3.0,2.0,4.0,4.0,3.0,3.0,33.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.36,North America,United States,san-francisco-ca-united-states,2.99999999999939
130,1020.0,2.0,19.0,2349.0,2.0,1.89,3.93,1.0,2357.0,1574.0,3.0822860767687783,2.0,3.0,2.0,3.0,3.0,31.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,4.0,3.93,North America,United States,houston-tx-united-states,3.082286076769491
131,1547.0,2.0,19.0,2074.0,1.0,2.21,3.93,1.0,2369.0,1591.0,4.0,4.0,4.0,3.0,4.0,3.0,22.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.19,Europe,Finland,helsinki-finland,3.9999999999981783
132,700.0,2.0,10.0,1830.0,3.0,1.17,2.33,2.0,1217.0,864.0,2.0,3.0,2.0,2.0,3.0,4.0,18.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.8,Europe,Spain,tarifa-spain,2.0000000000011284
133,366.0,2.0,11.0,763.0,2.0,0.87,1.77,3.0,771.0,524.0,2.0,1.0,2.0,2.0,3.0,1.0,11.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,4.05,Latin America,Brazil,salvador-brazil,1.3752410038022487
134,1330.0,2.0,23.0,2074.0,1.0,3.96,4.65,1.0,2526.0,1789.0,4.0,3.0,4.0,3.0,4.0,4.0,46.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.44,Europe,Switzerland,bern-switzerland,4.000000000001748
135,945.0,2.0,11.0,1403.0,2.0,1.9,3.49,2.0,1834.0,1300.0,2.0,3.0,3.0,2.0,4.0,3.0,17.0,2.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,3.94,North America,Canada,calgary-canada,2.0000000000009637
136,1030.0,2.0,16.0,1678.0,2.0,1.83,3.6,1.0,1824.0,1189.0,4.0,2.0,2.0,2.0,3.0,3.0,17.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.31,North America,United States,phoenix-az-united-states,3.1867076546994166
137,354.0,2.0,43.0,1037.0,1.8,0.75,1.24,3.0,851.0,487.0,3.0,1.0,3.0,3.0,1.0,1.0,26.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.38,Europe,Bulgaria,sofia-bulgaria,3.0000000000028604
138,797.0,2.0,22.0,1495.0,2.0,2.48,3.93,1.0,1934.0,1283.0,3.0,2.0,3.0,3.0,3.0,4.0,44.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.27,Europe,France,lyon-france,3.0000000000000804
139,206.8,2.0,12.0,824.0,2.0,0.17,0.62,3.0,1090.5251975177428,569.2580142025636,2.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,3.57,Middle East,Egypt,dahab-egypt,2.0000000000008393
140,340.0,2.0,53.0,1190.0,1.9,0.51,1.72,3.0,852.0,510.0,2.0,1.0,3.0,3.0,2.0,1.0,10.0,1.0,4.0,1.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,4.0,4.12,Europe,Turkey,istanbul-turkey,2.2047685025569583
141,321.0,2.0,34.0,1281.0,2.0,1.71,1.48,3.0,1030.0,537.0,2.0,1.0,2.0,2.0,2.0,2.758433269227342,18.0,2.0,1.0,3.0,3.0,1.2,0.0,0.0,3.0,3.0,4.0,4.0,3.94,Europe,Montenegro,podgorica-montenegro,2.0000000000027933
142,324.0,2.0,19.0,3477.0,3.0,0.53,1.29,2.0,1312.0,434.0,3.0,2.0,3.0,1.0,2.0,3.0,13.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,4.0,4.0,4.15,Europe,Croatia,zadar-croatia,2.0306629264604172
143,583.0,2.0,22.0,1434.0,2.0,2.28,3.36,1.0,1651.0,1021.0,3.0,2.0,3.0,2.0,3.0,4.0,42.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.25,Europe,France,bordeaux-france,2.9999999999994276
144,455.0,2.0,14.0,1373.0,2.0,0.44,1.02,3.0,880.0,514.0,2.0,1.0,3.0,2.0,1.0,1.0,17.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,4.2,Asia,Vietnam,da-nang-vietnam,1.9999999999994347
145,187.0,2.0,25.0,1159.0,1.7,0.49,1.3,3.0,648.0,315.0,1.0,1.0,3.0,2.0,2.0,1.0,8.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,4.0,4.0,4.33,Europe,Turkey,alanya-turkey,1.0000000000020584
146,679.0,2.0,27.0,1190.0,3.0,1.95,1.75,2.0,1460.0,914.0,3.0,3.0,2.0,3.0,3.0,4.0,46.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.83,Europe,Spain,seville-spain,3.0000000000008806
147,525.0,2.0,50.0,1312.0,3.0,1.46,2.63,3.0,1301.0,812.0,3.0,3.0,3.0,3.0,3.0,4.0,32.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,3.71,Europe,Spain,las-palmas-canary-islands-spain,3.2928084488807166
148,492.0,2.0,23.0,1312.0,1.0,0.87,2.1,2.0,1257.0,762.0,2.0,1.0,3.0,3.0,2.0,3.0,10.0,1.6254863867822178,2.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,3.85,Africa,Morocco,rabat-morocco,2.00000000000125
149,2320.0,2.0,7.0,2410.0,1.0,3.77,5.48,1.0,3281.0,2262.0,3.0,3.0,4.0,3.0,4.0,4.0,41.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.84,Europe,Switzerland,geneva-switzerland,3.394814869585952
150,477.0,2.0,15.0,1159.0,1.0,2.28,3.12,2.0,1282.0,835.0,4.0,3.0,3.0,2.0,3.0,3.0,30.0,4.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.22,Europe,Germany,leipzig-germany,3.5636148656097575
151,534.0,3.0,65.0,641.0,3.0,0.51,4.19,3.0,971.0,872.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,3.55,Asia,China,dongguan-china,2.000000000000557
152,2550.0,2.0,12.0,2898.0,2.0,1.9,3.58,1.0,3397.0,2613.0,4.0,2.0,4.0,1.0,3.0,3.0,28.0,4.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.18,North America,United States,san-jose-ca-united-states,3.0865800218442527
153,314.0,3.0,40.0,1068.0,1.0,1.58,3.85,2.0,1344.0,810.0,3.0,1.0,3.0,4.0,2.0,4.0,9.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.31,Europe,Greece,athens-greece,3.1476973558548984
154,269.0,2.0,14.0,2105.0,1.0,1.74,3.43,1.0,1626.0,708.0,2.0,1.0,2.0,3.0,2.0,4.0,11.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,2.0,3.87,Europe,Greece,rhodes-greece,2.394768215155127
155,211.0,2.0,2.0,1708.0,3.0,0.52,1.51,3.0,768.0,344.0,2.0,1.0,2.0,2.0,3.0,1.0,18.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,3.63,Asia,Thailand,hua-hin-thailand,1.4676512338267171
156,442.0,2.0,18.0,1281.0,3.0,1.02,2.11,3.0,1067.0,662.0,2.0,1.0,3.0,3.0,2.0,1.0,26.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,4.0,4.36,Europe,Russia,saint-petersburg-russia,2.1423487938554984
157,683.0,3.0,33.0,1708.0,3.0,0.71,3.03,2.0,1509.0,972.0,2.0,1.0,2.0,3.0,2.0,1.0,20.0,1.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,4.0,4.0,4.0,4.49,Europe,Russia,moscow-russia,2.5656056178574236
158,323.0,2.0,54.0,1007.0,3.0,0.49,1.34,3.0,695.0,419.0,1.852574169517572,1.0,3.0,3.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.86,Asia,Philippines,cebu-philippines,1.8525741695173639
159,742.0,2.0,50.0,2227.0,1.0,0.42,1.06,3.0,1343.0,744.0,2.0,1.0,3.0,4.0,2.0,3.0,10.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,4.0,4.16,Africa,Morocco,marrakesh-morocco,1.952855890365237
160,1221.0,2.0,13.0,1373.0,3.0,2.64,2.97,1.0,2206.0,1542.0,3.0,2.0,4.0,2.0,3.0,2.0,20.0,4.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.42,Europe,United Kingdom,newcastle-upon-tyne-united-kingdom,3.6899842424851377
161,838.0,2.0,21.0,3325.0,3.0,1.95,4.32,1.0,2287.0,1273.0,3.0,3.0,3.0,4.0,3.0,4.0,31.0,4.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.42,Europe,Spain,palma-mallorca-spain,3.0000000000005076
162,292.0,2.0,19.0,2410.0,3.0,1.93,1.58,1.0,1571.0,586.0,3.0,3.0,3.0,3.0,3.0,4.0,43.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,1.0,4.2,Europe,Spain,javea-spain,3.1752062029057857
163,192.0,2.0,40.0,1403.0,1.0,0.61,1.3,3.0,622.0,272.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,4.0,4.04,Africa,Morocco,fes-morocco,2.0705074466687634
164,264.0,2.0,50.0,1312.0,1.0,0.5,0.9,3.0,710.0,349.0,2.0,1.0,4.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,4.53,Africa,Morocco,taghazout-morocco,2.000000000000007
165,934.0,2.0,23.0,2288.0,1.0,2.14,1.39,1.0,2127.0,1207.0,2.0,2.0,3.0,3.0,2.0,4.0,14.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,3.62,Europe,Italy,naples-italy,1.9999999999993285
166,144.0,2.0,110.0,610.0,1.0,0.59,1.49,3.0,541.0,313.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.48,Asia,India,chandigarh-india,1.9999999999997917
167,1170.0,2.0,20.0,2623.0,1.0,2.73,3.61,1.0,2509.0,1565.0,4.0,4.0,4.0,3.0,4.0,4.0,48.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.28,Europe,Netherlands,utrecht-netherlands,4.000000000001164
168,1005.2,2.0,8.0,3843.0,2.0,2.06,4.52,1.0,3776.0,2881.0,3.0,2.0,3.0,2.0,3.0,3.0,45.0,4.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,2.0,4.22,North America,United States,palo-alto-ca-united-states,2.999999999999082
169,896.0,3.0,95.0,1159.0,2.0,0.94,2.02,2.0,1457.0,1057.0,2.166797576297051,1.0,3.0,4.0,3.0,1.0,15.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,3.47,Latin America,Brazil,rio-de-janeiro-brazil,1.6312168879804108
170,392.0,2.0,106.0,1098.0,3.0,0.46,1.0,3.0,759.0,451.0,3.0,1.0,3.0,2.0,2.0,1.0,13.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,4.0,4.22,Asia,China,hangzhou-china,2.999999999999754
171,211.0,2.0,19.0,763.0,1.0,0.7,1.63,3.0,615.0,363.0,2.0,1.0,4.0,2.0,3.0,2.0,11.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.11,Latin America,Mexico,oaxaca-mexico,2.0264641448242444
172,589.0,2.0,28.0,3691.0,2.0,1.41,3.55,2.0,1889.0,922.0,3.0,2.0,2.0,4.0,2.0,4.0,17.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,3.03,Asia,Japan,kyoto-japan,3.0000000000006577
173,245.0,2.0,49.0,641.0,2.0,0.77,0.86,3.0,638.0,357.0,2.0,1.0,3.0,2.0,3.0,1.0,11.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.44,Latin America,Brazil,belo-horizonte-brazil,1.5974375939115255
174,325.0,2.0,37.0,1190.0,3.0,1.27,1.46,3.0,864.0,480.0,3.0,2.0,3.0,3.0,2.0,2.3626783756041214,24.0,1.0,4.0,2.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,4.0,4.59,Europe,Serbia,belgrade-serbia,2.514529393969115
175,1525.0,2.0,132.0,1800.0,2.0,2.27,4.54,1.0,2539.0,1924.0,1.0,1.0,3.0,4.0,3.0,1.0,8.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,4.0,2.0,4.0,4.0,4.02,Middle East,United Arab Emirates,abu-dhabi-united-arab-emirates,2.2233810768167688
176,1010.0,3.0,41.0,1617.0,2.0,0.72,2.47,2.0,1578.0,1132.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.1,1.0,0.0,2.0,2.0,3.0,4.0,3.69,Middle East,Lebanon,beirut-lebanon,2.999999999997936
177,845.0,2.0,113.0,1861.0,2.7,0.46,3.27,2.0,1488.0,1041.0,3.0,1.0,4.0,3.0,3.0,3.0,8.0,1.0,3.0,2.0,3.0,2.1,1.0,0.0,3.0,3.0,4.0,4.0,3.98,Middle East,Bahrain,manama-bahrain,2.9999999999991838
178,129.0,2.0,70.0,1007.0,1.0,0.16,0.29,3.0,416.0,433.33062181061234,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,2.93,Asia,India,kochi-india,1.0000000000003542
179,225.0,2.0,118.0,946.0,1.0,0.32,0.93,3.0,553.0,309.0,1.0,1.0,2.0,2.0,1.0,1.0,14.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.78,Asia,India,bangalore-india,1.0000000000001072
180,1813.0,2.0,168.0,1983.0,3.0,0.96,3.76,2.0,2532.0,2071.0,1.0,1.0,3.0,3.0,3.0,3.0,12.0,1.0,2.0,3.0,2.0,1.5,1.0,0.0,3.0,2.0,4.0,2.0,3.74,Middle East,Qatar,doha-qatar,1.0000000000000036
181,1380.0,2.0,17.0,2562.0,2.0,1.74,3.34,1.0,2670.0,1906.0,3.0,2.0,3.0,3.0,3.0,3.0,56.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.33,North America,United States,austin-tx-united-states,2.9999999999998126
182,415.0,2.0,55.0,1159.0,3.0,0.59,1.7,3.0,863.0,540.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,3.15,Asia,Philippines,manila-philippines,1.0000000000006288
183,366.0,2.0,20.0,1190.0,1.0,0.58,1.75,3.0,837.0,509.0,3.0,1.0,3.0,3.0,2.0,2.0,15.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,4.8,Asia,Indonesia,canggu-bali-indonesia,2.9999999999984563
184,979.0,3.0,46.0,1464.0,3.0,1.2,4.03,1.0,2172.974399823029,1251.646784511757,3.0,2.0,3.0,3.0,2.0,3.0,14.0,2.0,4.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.01,Asia,South Korea,seoul-south-korea,3.361398492749996
